SN,BBMP Zone,Ward Number,Ward Name,Date of identification as Containment zone,Total Number of positive cases,Containment Zone ID,Date of return to normal,Status
265,Yelahanka,4,Yelahanka Satellite Town,27-07-2020,1,Y-A-891,09-08-2020,ACTIVE
266,Yelahanka,4,Yelahanka Satellite Town,27-07-2020,1,Y-A-892,09-08-2020,ACTIVE
267,Yelahanka,4,Yelahanka Satellite Town,27-07-2020,2,Y-A-893,09-08-2020,ACTIVE
268,Yelahanka,4,Yelahanka Satellite Town,27-07-2020,1,Y-A-894,09-08-2020,ACTIVE
269,Yelahanka,4,Yelahanka Satellite Town,27-07-2020,1,Y-A-895,09-08-2020,ACTIVE
270,Yelahanka,4,Yelahanka Satellite Town,27-07-2020,1,Y-A-896,09-08-2020,ACTIVE
271,Yelahanka,4,Yelahanka Satellite Town,28-07-2020,1,Y-A-939,10-08-2020,ACTIVE
272,Yelahanka,4,Yelahanka Satellite Town,28-07-2020,1,Y-A-940,10-08-2020,ACTIVE
273,Yelahanka,4,Yelahanka Satellite Town,28-07-2020,1,Y-A-942,10-08-2020,ACTIVE
274,Yelahanka,4,Yelahanka Satellite Town,28-07-2020,1,Y-A-943,10-08-2020,ACTIVE
275,Yelahanka,4,Yelahanka Satellite Town,28-07-2020,1,Y-A-944,10-08-2020,ACTIVE
276,Yelahanka,4,Yelahanka Satellite Town,28-07-2020,2,Y-A-945,10-08-2020,ACTIVE
277,Yelahanka,4,Yelahanka Satellite Town,28-07-2020,1,Y-A-946,10-08-2020,ACTIVE
278,Yelahanka,4,Yelahanka Satellite Town,29-07-2020,1,Y-A-995,11-08-2020,ACTIVE
279,Yelahanka,4,Yelahanka Satellite Town,29-07-2020,1,Y-A-996,11-08-2020,ACTIVE
280,Yelahanka,4,Yelahanka Satellite Town,29-07-2020,1,Y-A-997,11-08-2020,ACTIVE
281,Yelahanka,4,Yelahanka Satellite Town,29-07-2020,2,Y-A-998,11-08-2020,ACTIVE
282,Yelahanka,4,Yelahanka Satellite Town,30-07-2020,1,Y-AP-1047,12-08-2020,ACTIVE
283,Yelahanka,4,Yelahanka Satellite Town,25-07-2020,1,Y-AP-797,07-08-2020,ACTIVE
284,Yelahanka,4,Yelahanka Satellite Town,28-07-2020,1,Y-AP-941,10-08-2020,ACTIVE
285,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,1,Y-A-1247,17-08-2020,ACTIVE
286,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,2,Y-A-1248,17-08-2020,ACTIVE
287,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,1,Y-A-1249,17-08-2020,ACTIVE
288,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,1,Y-A-1250,17-08-2020,ACTIVE
289,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,1,Y-A-1251,17-08-2020,ACTIVE
290,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,1,Y-A-1252,17-08-2020,ACTIVE
291,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,1,Y-A-1253,17-08-2020,ACTIVE
292,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,1,Y-A-1254,17-08-2020,ACTIVE
293,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,1,Y-A-1255,17-08-2020,ACTIVE
294,Yelahanka,4,Yelahanka Satellite Town,03-08-2020,1,Y-A-1256,17-08-2020,ACTIVE
295,Yelahanka,4,Yelahanka Satellite Town,02-08-2020,1,Y-AP-1218,16-08-2020,ACTIVE
296,Yelahanka,4,Yelahanka Satellite Town,04-08-2020,1,Y-A-1308,17-08-2020,ACTIVE
297,Yelahanka,4,Yelahanka Satellite Town,04-08-2020,1,Y-A-1309,17-08-2020,ACTIVE
298,Yelahanka,5,Jakkuru,29-07-2020,1,Y-A-1000,11-08-2020,ACTIVE
299,Yelahanka,5,Jakkuru,29-07-2020,1,Y-A-1001,11-08-2020,ACTIVE
300,Yelahanka,5,Jakkuru,29-07-2020,1,Y-A-1002,11-08-2020,ACTIVE
301,Yelahanka,5,Jakkuru,29-07-2020,1,Y-A-1004,11-08-2020,ACTIVE
302,Yelahanka,5,Jakkuru,29-07-2020,1,Y-A-1005,11-08-2020,ACTIVE
303,Yelahanka,5,Jakkuru,29-07-2020,1,Y-A-1006,11-08-2020,ACTIVE
304,Yelahanka,5,Jakkuru,30-07-2020,3,Y-A-1055,12-08-2020,ACTIVE
305,Yelahanka,5,Jakkuru,30-07-2020,1,Y-A-1056,12-08-2020,ACTIVE
306,Yelahanka,5,Jakkuru,30-07-2020,1,Y-A-1057,12-08-2020,ACTIVE
307,Yelahanka,5,Jakkuru,30-07-2020,1,Y-A-1058,12-08-2020,ACTIVE
308,Yelahanka,5,Jakkuru,30-07-2020,1,Y-A-1059,12-08-2020,ACTIVE
309,Yelahanka,5,Jakkuru,30-07-2020,1,Y-A-1060,12-08-2020,ACTIVE
310,Yelahanka,5,Jakkuru,30-07-2020,1,Y-A-1061,12-08-2020,ACTIVE
311,Yelahanka,5,Jakkuru,30-07-2020,3,Y-A-1062,12-08-2020,ACTIVE
312,Yelahanka,5,Jakkuru,31-07-2020,1,Y-A-1107,13-08-2020,ACTIVE
313,Yelahanka,5,Jakkuru,31-07-2020,5,Y-A-1108,13-08-2020,ACTIVE
314,Yelahanka,5,Jakkuru,31-07-2020,1,Y-A-1109,13-08-2020,ACTIVE
315,Yelahanka,5,Jakkuru,31-07-2020,1,Y-A-1110,13-08-2020,ACTIVE
316,Yelahanka,5,Jakkuru,31-07-2020,1,Y-A-1112,13-08-2020,ACTIVE
317,Yelahanka,5,Jakkuru,01-08-2020,1,Y-A-1157,14-08-2020,ACTIVE
318,Yelahanka,5,Jakkuru,01-08-2020,1,Y-A-1158,14-08-2020,ACTIVE
319,Yelahanka,5,Jakkuru,02-08-2020,1,Y-A-1213,15-08-2020,ACTIVE
320,Yelahanka,5,Jakkuru,25-06-2020,1,Y-A-16,07-08-2020,ACTIVE
321,Yelahanka,5,Jakkuru,20-07-2020,7,Y-A-573,02-08-2020,EXTENDED
322,Yelahanka,5,Jakkuru,21-07-2020,1,Y-A-612,03-08-2020,ACTIVE
323,Yelahanka,5,Jakkuru,21-07-2020,1,Y-A-613,03-08-2020,ACTIVE
324,Yelahanka,5,Jakkuru,21-07-2020,1,Y-A-614,03-08-2020,ACTIVE
325,Yelahanka,5,Jakkuru,21-07-2020,1,Y-A-615,03-08-2020,EXTENDED
326,Yelahanka,5,Jakkuru,22-07-2020,1,Y-A-661,04-08-2020,ACTIVE
327,Yelahanka,5,Jakkuru,22-07-2020,2,Y-A-662,04-08-2020,ACTIVE
328,Yelahanka,5,Jakkuru,22-07-2020,1,Y-A-664,04-08-2020,EXTENDED
329,Yelahanka,5,Jakkuru,23-07-2020,1,Y-A-700,05-08-2020,EXTENDED
330,Yelahanka,5,Jakkuru,23-07-2020,1,Y-A-701,05-08-2020,EXTENDED
331,Yelahanka,5,Jakkuru,23-07-2020,1,Y-A-702,05-08-2020,ACTIVE
332,Yelahanka,5,Jakkuru,23-07-2020,1,Y-A-703,05-08-2020,EXTENDED
333,Yelahanka,5,Jakkuru,23-07-2020,1,Y-A-704,05-08-2020,ACTIVE
334,Yelahanka,5,Jakkuru,24-07-2020,2,Y-A-740,06-08-2020,EXTENDED
335,Yelahanka,5,Jakkuru,24-07-2020,1,Y-A-741,06-08-2020,ACTIVE
336,Yelahanka,5,Jakkuru,24-07-2020,1,Y-A-742,06-08-2020,EXTENDED
337,Yelahanka,5,Jakkuru,24-07-2020,1,Y-A-743,06-08-2020,ACTIVE
338,Yelahanka,5,Jakkuru,24-07-2020,1,Y-A-744,06-08-2020,ACTIVE
339,Yelahanka,5,Jakkuru,24-07-2020,1,Y-A-745,06-08-2020,ACTIVE
340,Yelahanka,5,Jakkuru,24-07-2020,1,Y-A-746,06-08-2020,EXTENDED
341,Yelahanka,5,Jakkuru,24-07-2020,1,Y-A-748,06-08-2020,EXTENDED
342,Yelahanka,5,Jakkuru,25-07-2020,1,Y-A-798,07-08-2020,ACTIVE
343,Yelahanka,5,Jakkuru,25-07-2020,1,Y-A-799,07-08-2020,ACTIVE
344,Yelahanka,5,Jakkuru,25-07-2020,1,Y-A-800,07-08-2020,ACTIVE
345,Yelahanka,5,Jakkuru,25-07-2020,1,Y-A-801,07-08-2020,ACTIVE
346,Yelahanka,5,Jakkuru,25-07-2020,1,Y-A-802,07-08-2020,ACTIVE
347,Yelahanka,5,Jakkuru,25-07-2020,1,Y-A-803,07-08-2020,ACTIVE
348,Yelahanka,5,Jakkuru,25-07-2020,1,Y-A-804,07-08-2020,ACTIVE
349,Yelahanka,5,Jakkuru,25-07-2020,1,Y-A-805,07-08-2020,ACTIVE
350,Yelahanka,5,Jakkuru,25-07-2020,1,Y-A-806,07-08-2020,ACTIVE
351,Yelahanka,5,Jakkuru,26-07-2020,1,Y-A-848,08-08-2020,ACTIVE
352,Yelahanka,5,Jakkuru,27-07-2020,1,Y-A-897,09-08-2020,ACTIVE
353,Yelahanka,5,Jakkuru,27-07-2020,1,Y-A-898,09-08-2020,ACTIVE
354,Yelahanka,5,Jakkuru,27-07-2020,1,Y-A-899,09-08-2020,ACTIVE
355,Yelahanka,5,Jakkuru,28-07-2020,4,Y-A-947,10-08-2020,ACTIVE
356,Yelahanka,5,Jakkuru,28-07-2020,1,Y-A-948,10-08-2020,ACTIVE
357,Yelahanka,5,Jakkuru,28-07-2020,1,Y-A-949,10-08-2020,ACTIVE
358,Yelahanka,5,Jakkuru,28-07-2020,1,Y-A-950,10-08-2020,ACTIVE
359,Yelahanka,5,Jakkuru,28-07-2020,1,Y-A-951,10-08-2020,ACTIVE
360,Yelahanka,5,Jakkuru,29-07-2020,1,Y-A-999,11-08-2020,ACTIVE
361,Yelahanka,5,Jakkuru,29-07-2020,1,Y-AP-1003,11-08-2020,ACTIVE
362,Yelahanka,5,Jakkuru,31-07-2020,1,Y-AP-1106,13-08-2020,ACTIVE
363,Yelahanka,5,Jakkuru,31-07-2020,1,Y-AP-1111,13-08-2020,ACTIVE
364,Yelahanka,5,Jakkuru,20-07-2020,1,Y-AP-572,02-08-2020,EXTENDED
365,Yelahanka,5,Jakkuru,22-07-2020,1,Y-AP-663,04-08-2020,ACTIVE
366,Yelahanka,5,Jakkuru,22-07-2020,1,Y-AP-665,04-08-2020,ACTIVE
367,Yelahanka,5,Jakkuru,23-07-2020,1,Y-AP-705,05-08-2020,EXTENDED
368,Yelahanka,5,Jakkuru,23-07-2020,2,Y-AP-706,05-08-2020,ACTIVE
369,Yelahanka,5,Jakkuru,26-07-2020,2,Y-AP-849,08-08-2020,ACTIVE
370,Yelahanka,5,Jakkuru,26-07-2020,1,Y-AP-850,08-08-2020,ACTIVE
371,Yelahanka,5,Jakkuru,26-07-2020,1,Y-AP-851,08-08-2020,ACTIVE
372,Yelahanka,5,Jakkuru,27-07-2020,1,Y-AP-900,09-08-2020,ACTIVE
373,Yelahanka,5,Jakkuru,02-08-2020,1,Y-A-1219,16-08-2020,ACTIVE
374,Yelahanka,5,Jakkuru,03-08-2020,1,Y-A-1257,17-08-2020,ACTIVE
375,Yelahanka,5,Jakkuru,03-08-2020,2,Y-A-1258,17-08-2020,ACTIVE
376,Yelahanka,5,Jakkuru,03-08-2020,2,Y-A-1259,17-08-2020,ACTIVE
377,Yelahanka,5,Jakkuru,03-08-2020,1,Y-A-1260,17-08-2020,ACTIVE
378,Yelahanka,5,Jakkuru,04-08-2020,1,Y-A-1310,17-08-2020,ACTIVE
379,Yelahanka,5,Jakkuru,04-08-2020,7,Y-A-1311,17-08-2020,ACTIVE
380,Yelahanka,5,Jakkuru,04-08-2020,15,Y-A-1312,17-08-2020,ACTIVE
381,Yelahanka,5,Jakkuru,04-08-2020,4,Y-A-1313,17-08-2020,ACTIVE
382,Yelahanka,5,Jakkuru,04-08-2020,1,Y-A-1315,17-08-2020,ACTIVE
383,Yelahanka,5,Jakkuru,04-08-2020,1,Y-A-1316,17-08-2020,ACTIVE
384,Yelahanka,5,Jakkuru,04-08-2020,1,Y-A-1317,17-08-2020,ACTIVE
385,Yelahanka,5,Jakkuru,04-08-2020,1,Y-AP-1314,17-08-2020,ACTIVE
386,Yelahanka,6,Thanisandra,29-07-2020,1,Y-A-1007,11-08-2020,ACTIVE
387,Yelahanka,6,Thanisandra,29-07-2020,6,Y-A-1008,11-08-2020,ACTIVE
388,Yelahanka,6,Thanisandra,30-07-2020,1,Y-A-1063,12-08-2020,ACTIVE
389,Yelahanka,6,Thanisandra,30-07-2020,1,Y-A-1064,12-08-2020,ACTIVE
390,Yelahanka,6,Thanisandra,30-07-2020,2,Y-A-1065,12-08-2020,ACTIVE
391,Yelahanka,6,Thanisandra,31-07-2020,3,Y-A-1113,13-08-2020,ACTIVE
392,Yelahanka,6,Thanisandra,31-07-2020,1,Y-A-1115,13-08-2020,ACTIVE
393,Yelahanka,6,Thanisandra,31-07-2020,1,Y-A-1116,13-08-2020,ACTIVE
394,Yelahanka,6,Thanisandra,01-08-2020,1,Y-A-1159,14-08-2020,ACTIVE
395,Yelahanka,6,Thanisandra,01-08-2020,1,Y-A-1160,14-08-2020,ACTIVE
396,Yelahanka,6,Thanisandra,01-08-2020,1,Y-A-1161,14-08-2020,ACTIVE
397,Yelahanka,6,Thanisandra,01-08-2020,1,Y-A-1162,14-08-2020,ACTIVE
398,Yelahanka,6,Thanisandra,01-08-2020,1,Y-A-1163,14-08-2020,ACTIVE
399,Yelahanka,6,Thanisandra,20-07-2020,1,Y-A-576,02-08-2020,ACTIVE
400,Yelahanka,6,Thanisandra,21-07-2020,1,Y-A-616,03-08-2020,EXTENDED
401,Yelahanka,6,Thanisandra,21-07-2020,1,Y-A-619,03-08-2020,ACTIVE
402,Yelahanka,6,Thanisandra,21-07-2020,1,Y-A-620,03-08-2020,ACTIVE
403,Yelahanka,6,Thanisandra,22-07-2020,1,Y-A-666,04-08-2020,EXTENDED
404,Yelahanka,6,Thanisandra,22-07-2020,2,Y-A-667,04-08-2020,ACTIVE
405,Yelahanka,6,Thanisandra,22-07-2020,1,Y-A-668,04-08-2020,EXTENDED
406,Yelahanka,6,Thanisandra,22-07-2020,1,Y-A-669,04-08-2020,ACTIVE
407,Yelahanka,6,Thanisandra,22-07-2020,1,Y-A-670,04-08-2020,ACTIVE
408,Yelahanka,6,Thanisandra,22-07-2020,1,Y-A-671,04-08-2020,ACTIVE
409,Yelahanka,6,Thanisandra,22-07-2020,1,Y-A-672,04-08-2020,ACTIVE
410,Yelahanka,6,Thanisandra,23-07-2020,1,Y-A-707,05-08-2020,EXTENDED
411,Yelahanka,6,Thanisandra,23-07-2020,1,Y-A-708,05-08-2020,ACTIVE
412,Yelahanka,6,Thanisandra,23-07-2020,1,Y-A-709,05-08-2020,ACTIVE
413,Yelahanka,6,Thanisandra,24-07-2020,1,Y-A-747,06-08-2020,EXTENDED
414,Yelahanka,6,Thanisandra,24-07-2020,1,Y-A-750,06-08-2020,ACTIVE
415,Yelahanka,6,Thanisandra,24-07-2020,1,Y-A-751,06-08-2020,ACTIVE
416,Yelahanka,6,Thanisandra,25-07-2020,1,Y-A-807,07-08-2020,ACTIVE
417,Yelahanka,6,Thanisandra,25-07-2020,1,Y-A-808,07-08-2020,ACTIVE
418,Yelahanka,6,Thanisandra,25-07-2020,1,Y-A-809,07-08-2020,ACTIVE
419,Yelahanka,6,Thanisandra,25-07-2020,1,Y-A-810,07-08-2020,ACTIVE
420,Yelahanka,6,Thanisandra,26-07-2020,1,Y-A-853,08-08-2020,ACTIVE
421,Yelahanka,6,Thanisandra,26-07-2020,1,Y-A-854,08-08-2020,ACTIVE
422,Yelahanka,6,Thanisandra,27-07-2020,1,Y-A-901,09-08-2020,ACTIVE
423,Yelahanka,6,Thanisandra,27-07-2020,1,Y-A-902,09-08-2020,ACTIVE
424,Yelahanka,6,Thanisandra,27-07-2020,1,Y-A-903,09-08-2020,ACTIVE
425,Yelahanka,6,Thanisandra,28-07-2020,1,Y-A-952,10-08-2020,ACTIVE
426,Yelahanka,6,Thanisandra,28-07-2020,2,Y-A-953,10-08-2020,ACTIVE
427,Yelahanka,6,Thanisandra,28-07-2020,1,Y-A-954,10-08-2020,ACTIVE
428,Yelahanka,6,Thanisandra,31-07-2020,1,Y-AP-1114,13-08-2020,ACTIVE
429,Yelahanka,6,Thanisandra,20-07-2020,1,Y-AP-574,02-08-2020,ACTIVE
430,Yelahanka,6,Thanisandra,20-07-2020,1,Y-AP-575,02-08-2020,ACTIVE
431,Yelahanka,6,Thanisandra,20-07-2020,1,Y-AP-577,02-08-2020,ACTIVE
432,Yelahanka,6,Thanisandra,21-07-2020,1,Y-AP-617,03-08-2020,ACTIVE
433,Yelahanka,6,Thanisandra,21-07-2020,2,Y-AP-618,03-08-2020,ACTIVE
434,Yelahanka,6,Thanisandra,24-07-2020,1,Y-AP-749,06-08-2020,ACTIVE
435,Yelahanka,6,Thanisandra,26-07-2020,1,Y-AP-852,08-08-2020,ACTIVE
436,Yelahanka,6,Thanisandra,02-08-2020,1,Y-A-1220,16-08-2020,ACTIVE
437,Yelahanka,6,Thanisandra,02-08-2020,1,Y-A-1221,16-08-2020,ACTIVE
438,Yelahanka,6,Thanisandra,02-08-2020,2,Y-A-1222,16-08-2020,ACTIVE
439,Yelahanka,6,Thanisandra,02-08-2020,2,Y-A-1223,16-08-2020,ACTIVE
440,Yelahanka,6,Thanisandra,02-08-2020,3,Y-A-1224,16-08-2020,ACTIVE
441,Yelahanka,6,Thanisandra,02-08-2020,3,Y-A-1225,16-08-2020,ACTIVE
442,Yelahanka,6,Thanisandra,02-08-2020,3,Y-A-1226,16-08-2020,ACTIVE
443,Yelahanka,6,Thanisandra,03-08-2020,1,Y-A-1262,17-08-2020,ACTIVE
444,Yelahanka,6,Thanisandra,03-08-2020,1,Y-A-1263,17-08-2020,ACTIVE
445,Yelahanka,6,Thanisandra,03-08-2020,2,Y-A-1264,17-08-2020,ACTIVE
446,Yelahanka,6,Thanisandra,03-08-2020,1,Y-AP-1261,17-08-2020,ACTIVE
447,Yelahanka,6,Thanisandra,04-08-2020,1,Y-A-1319,17-08-2020,ACTIVE
448,Yelahanka,6,Thanisandra,04-08-2020,1,Y-A-1320,17-08-2020,ACTIVE
449,Yelahanka,6,Thanisandra,04-08-2020,5,Y-A-1321,17-08-2020,ACTIVE
450,Yelahanka,6,Thanisandra,04-08-2020,1,Y-A-1322,17-08-2020,ACTIVE
451,Yelahanka,6,Thanisandra,04-08-2020,1,Y-AP-1318,17-08-2020,ACTIVE
452,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1009,11-08-2020,ACTIVE
453,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1010,11-08-2020,ACTIVE
454,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1011,11-08-2020,ACTIVE
455,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1012,11-08-2020,ACTIVE
456,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1015,11-08-2020,ACTIVE
457,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1017,11-08-2020,ACTIVE
458,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1018,11-08-2020,ACTIVE
459,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1019,11-08-2020,ACTIVE
460,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1020,11-08-2020,ACTIVE
461,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-A-1021,11-08-2020,ACTIVE
462,Yelahanka,7,Byatarayanapura,30-07-2020,1,Y-A-1067,12-08-2020,ACTIVE
463,Yelahanka,7,Byatarayanapura,30-07-2020,1,Y-A-1068,12-08-2020,ACTIVE
464,Yelahanka,7,Byatarayanapura,31-07-2020,1,Y-A-1118,13-08-2020,ACTIVE
465,Yelahanka,7,Byatarayanapura,31-07-2020,1,Y-A-1119,13-08-2020,ACTIVE
466,Yelahanka,7,Byatarayanapura,31-07-2020,1,Y-A-1120,13-08-2020,ACTIVE
467,Yelahanka,7,Byatarayanapura,31-07-2020,1,Y-A-1121,13-08-2020,ACTIVE
468,Yelahanka,7,Byatarayanapura,01-08-2020,3,Y-A-1164,14-08-2020,ACTIVE
469,Yelahanka,7,Byatarayanapura,01-08-2020,1,Y-A-1165,14-08-2020,ACTIVE
470,Yelahanka,7,Byatarayanapura,01-08-2020,1,Y-A-1166,14-08-2020,ACTIVE
471,Yelahanka,7,Byatarayanapura,01-08-2020,1,Y-A-1167,14-08-2020,ACTIVE
472,Yelahanka,7,Byatarayanapura,01-08-2020,1,Y-A-1168,14-08-2020,ACTIVE
473,Yelahanka,7,Byatarayanapura,01-08-2020,1,Y-A-1169,14-08-2020,ACTIVE
474,Yelahanka,7,Byatarayanapura,01-08-2020,1,Y-A-1170,14-08-2020,ACTIVE
475,Yelahanka,7,Byatarayanapura,01-08-2020,1,Y-A-1171,14-08-2020,ACTIVE
476,Yelahanka,7,Byatarayanapura,02-08-2020,1,Y-A-1214,15-08-2020,ACTIVE
477,Yelahanka,7,Byatarayanapura,02-08-2020,3,Y-A-1215,15-08-2020,ACTIVE
478,Yelahanka,7,Byatarayanapura,20-07-2020,1,Y-A-578,02-08-2020,ACTIVE
479,Yelahanka,7,Byatarayanapura,20-07-2020,2,Y-A-580,02-08-2020,EXTENDED
480,Yelahanka,7,Byatarayanapura,20-07-2020,1,Y-A-581,02-08-2020,EXTENDED
481,Yelahanka,7,Byatarayanapura,20-07-2020,3,Y-A-582,02-08-2020,EXTENDED
482,Yelahanka,7,Byatarayanapura,20-07-2020,1,Y-A-583,02-08-2020,EXTENDED
483,Yelahanka,7,Byatarayanapura,20-07-2020,1,Y-A-585,02-08-2020,ACTIVE
484,Yelahanka,7,Byatarayanapura,20-07-2020,1,Y-A-586,02-08-2020,ACTIVE
485,Yelahanka,7,Byatarayanapura,21-07-2020,1,Y-A-621,03-08-2020,ACTIVE
486,Yelahanka,7,Byatarayanapura,21-07-2020,1,Y-A-623,03-08-2020,EXTENDED
487,Yelahanka,7,Byatarayanapura,21-07-2020,1,Y-A-625,03-08-2020,ACTIVE
488,Yelahanka,7,Byatarayanapura,21-07-2020,1,Y-A-626,03-08-2020,ACTIVE
489,Yelahanka,7,Byatarayanapura,22-07-2020,2,Y-A-673,04-08-2020,ACTIVE
490,Yelahanka,7,Byatarayanapura,22-07-2020,1,Y-A-676,04-08-2020,ACTIVE
491,Yelahanka,7,Byatarayanapura,22-07-2020,1,Y-A-677,04-08-2020,ACTIVE
492,Yelahanka,7,Byatarayanapura,22-07-2020,1,Y-A-678,04-08-2020,ACTIVE
493,Yelahanka,7,Byatarayanapura,23-07-2020,1,Y-A-710,05-08-2020,ACTIVE
494,Yelahanka,7,Byatarayanapura,23-07-2020,1,Y-A-711,05-08-2020,ACTIVE
495,Yelahanka,7,Byatarayanapura,23-07-2020,1,Y-A-712,05-08-2020,ACTIVE
496,Yelahanka,7,Byatarayanapura,23-07-2020,3,Y-A-713,05-08-2020,ACTIVE
497,Yelahanka,7,Byatarayanapura,23-07-2020,1,Y-A-714,05-08-2020,ACTIVE
498,Yelahanka,7,Byatarayanapura,23-07-2020,1,Y-A-715,05-08-2020,EXTENDED
499,Yelahanka,7,Byatarayanapura,24-07-2020,1,Y-A-752,06-08-2020,ACTIVE
500,Yelahanka,7,Byatarayanapura,24-07-2020,1,Y-A-753,06-08-2020,EXTENDED
501,Yelahanka,7,Byatarayanapura,24-07-2020,2,Y-A-755,06-08-2020,ACTIVE
502,Yelahanka,7,Byatarayanapura,24-07-2020,3,Y-A-757,06-08-2020,EXTENDED
503,Yelahanka,7,Byatarayanapura,25-07-2020,1,Y-A-811,07-08-2020,ACTIVE
504,Yelahanka,7,Byatarayanapura,25-07-2020,1,Y-A-812,07-08-2020,ACTIVE
505,Yelahanka,7,Byatarayanapura,25-07-2020,1,Y-A-813,07-08-2020,ACTIVE
506,Yelahanka,7,Byatarayanapura,25-07-2020,1,Y-A-815,07-08-2020,ACTIVE
507,Yelahanka,7,Byatarayanapura,25-07-2020,3,Y-A-816,07-08-2020,ACTIVE
508,Yelahanka,7,Byatarayanapura,26-07-2020,1,Y-A-855,08-08-2020,ACTIVE
509,Yelahanka,7,Byatarayanapura,26-07-2020,1,Y-A-856,08-08-2020,ACTIVE
510,Yelahanka,7,Byatarayanapura,26-07-2020,3,Y-A-858,08-08-2020,ACTIVE
511,Yelahanka,7,Byatarayanapura,26-07-2020,1,Y-A-859,08-08-2020,ACTIVE
512,Yelahanka,7,Byatarayanapura,26-07-2020,1,Y-A-860,08-08-2020,ACTIVE
513,Yelahanka,7,Byatarayanapura,26-07-2020,1,Y-A-861,08-08-2020,ACTIVE
514,Yelahanka,7,Byatarayanapura,27-07-2020,1,Y-A-905,09-08-2020,ACTIVE
515,Yelahanka,7,Byatarayanapura,27-07-2020,1,Y-A-906,09-08-2020,ACTIVE
516,Yelahanka,7,Byatarayanapura,27-07-2020,2,Y-A-907,09-08-2020,ACTIVE
517,Yelahanka,7,Byatarayanapura,27-07-2020,2,Y-A-908,09-08-2020,ACTIVE
518,Yelahanka,7,Byatarayanapura,28-07-2020,1,Y-A-957,10-08-2020,ACTIVE
519,Yelahanka,7,Byatarayanapura,28-07-2020,1,Y-A-958,10-08-2020,ACTIVE
520,Yelahanka,7,Byatarayanapura,28-07-2020,1,Y-A-959,10-08-2020,ACTIVE
521,Yelahanka,7,Byatarayanapura,28-07-2020,1,Y-A-962,10-08-2020,ACTIVE
522,Yelahanka,7,Byatarayanapura,28-07-2020,1,Y-A-963,10-08-2020,ACTIVE
523,Yelahanka,7,Byatarayanapura,28-07-2020,1,Y-A-964,10-08-2020,ACTIVE
524,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-AP-1013,11-08-2020,ACTIVE
525,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-AP-1014,11-08-2020,ACTIVE
526,Yelahanka,7,Byatarayanapura,29-07-2020,1,Y-AP-1016,11-08-2020,ACTIVE
527,Yelahanka,7,Byatarayanapura,30-07-2020,2,Y-AP-1066,12-08-2020,ACTIVE
528,Yelahanka,7,Byatarayanapura,31-07-2020,3,Y-AP-1117,13-08-2020,ACTIVE
529,Yelahanka,7,Byatarayanapura,31-07-2020,1,Y-AP-1122,13-08-2020,ACTIVE
530,Yelahanka,7,Byatarayanapura,20-07-2020,1,Y-AP-579,02-08-2020,EXTENDED
531,Yelahanka,7,Byatarayanapura,20-07-2020,1,Y-AP-584,02-08-2020,ACTIVE
532,Yelahanka,7,Byatarayanapura,21-07-2020,3,Y-AP-622,03-08-2020,EXTENDED
533,Yelahanka,7,Byatarayanapura,21-07-2020,1,Y-AP-624,03-08-2020,ACTIVE
534,Yelahanka,7,Byatarayanapura,21-07-2020,1,Y-AP-627,03-08-2020,EXTENDED
535,Yelahanka,7,Byatarayanapura,22-07-2020,1,Y-AP-674,04-08-2020,ACTIVE
536,Yelahanka,7,Byatarayanapura,22-07-2020,1,Y-AP-675,04-08-2020,ACTIVE
537,Yelahanka,7,Byatarayanapura,24-07-2020,3,Y-AP-754,06-08-2020,EXTENDED
538,Yelahanka,7,Byatarayanapura,24-07-2020,1,Y-AP-756,06-08-2020,EXTENDED
539,Yelahanka,7,Byatarayanapura,25-07-2020,1,Y-AP-814,07-08-2020,ACTIVE
540,Yelahanka,7,Byatarayanapura,26-07-2020,1,Y-AP-857,08-08-2020,ACTIVE
541,Yelahanka,7,Byatarayanapura,27-07-2020,5,Y-AP-904,09-08-2020,ACTIVE
542,Yelahanka,7,Byatarayanapura,28-07-2020,2,Y-AP-955,10-08-2020,ACTIVE
543,Yelahanka,7,Byatarayanapura,28-07-2020,1,Y-AP-956,10-08-2020,ACTIVE
